battery_percentage,distance_to_task,distance_to_base,uav_health,communication_quality,speed,task_priority,estimated_energy_required,weather_factor,mission_failure
20.52938540374876,20.966052313172945,61.252032316248844,31.608705370023856,66.41928313826884,0.9053487508626111,4,46.69552128436462,1.25,1
95.65527066653333,12.103163948930394,32.15822239690649,53.68681074708959,47.42516101896383,1.5135414237092595,4,18.398804792324913,1.0,0
97.07872281133754,56.63497463103566,53.770308494681785,23.97746339903753,82.25212095711252,1.4938588176476455,5,64.20003503559263,1.25,1
83.7137745898992,11.432960521565944,40.62214969440354,72.3922825828112,36.579566812618104,1.3102574831200102,5,22.902014431185265,1.0,0
40.89217037973651,22.639790680172997,29.821663895242526,26.199681732939375,33.92166352241966,1.7957295697089115,4,24.3449068573422,1.0,1
23.30212969054263,60.58211242983361,57.641966977507,24.64237016754246,69.08929092199668,1.9314680736028311,2,54.17941827722715,1.0,1
73.15980725353333,27.520503660113366,42.990545556899846,58.81495489670794,45.143862577128544,1.358403034296333,2,31.78436856319315,1.0,0
52.41296196786611,68.24794771842048,30.386536657757063,96.62293088880813,22.232622425048163,1.3473764611980796,2,49.34526001410562,1.0,0
25.373249961806202,68.68273176030088,12.123861571783257,54.14367488505277,16.02678117609179,1.4024764756048937,4,44.97278414404108,1.0,1
57.090037359457966,22.437941329481184,63.20394539483601,48.518492692844085,80.90583186236296,1.667748836999674,1,34.78150143914063,1.0,0
17.923024294793564,7.663584446242879,7.305523047208326,99.83653724018288,70.831965862211,1.601672348838755,2,11.408700482748388,1.6,0
92.29223417669648,50.82911347334964,61.107177643923656,62.55751686233467,47.0618402145943,1.0674019390482645,5,52.594998604387044,1.0,0
36.99629843600144,34.31412267214235,28.397499117405104,50.01931255121988,90.6604871653951,0.876674418319212,3,39.40433880032632,1.25,1
71.31439417008846,11.548934857372458,46.55701962759138,50.868865067328144,46.97710771983396,1.9391049557801472,3,23.07916974874785,1.0,0
41.49544146759993,50.98898323357278,64.94298204931954,35.59675968268084,73.92659243188452,1.1132837116804453,4,70.03206314645324,1.25,1
59.20578180011392,7.02636909227488,14.860930007753396,60.97784459580311,91.82037476865635,1.56631602162871,3,8.628895945739616,1.25,0
61.47037374417877,61.56278488199574,41.851780916522664,55.10840225344047,85.66439128375991,1.7941256032924668,4,47.010168299708916,1.0,0
30.712628719669798,14.012414392364741,54.68813605406248,41.66362370779307,55.9994298705621,1.1603321006566236,3,36.3842174546894,1.25,1
97.41469335998748,13.275272118537126,54.24294912673873,32.84320692814078,71.25727532020593,1.5625200963883144,1,31.956374962543897,1.25,0
80.88628998569473,16.418699367957995,39.166074448967755,44.899109493404296,47.22991990546321,0.9294802893790699,1,22.849373394235315,1.0,0
94.85741003295607,67.41731330198432,45.608064893919774,60.694666215018344,68.24774550647027,1.9639177332507929,1,55.63498594319491,1.0,0
91.06032478635015,50.05600841649999,54.239254618634895,24.666661782784132,33.17971945108563,0.8697899300607511,1,63.379311183236304,1.25,1
65.82149819894224,57.08914980513639,59.666796454231765,32.29952228671648,49.1267902392598,1.3258096086091715,2,54.93035628861801,1.0,1
93.35930997696494,30.846274072628947,54.51785129693114,95.81258135752763,28.859116384165514,1.4441830904720279,5,38.71223133647045,1.0,0
22.521862674413157,26.860327287822113,28.01032130678077,63.42842808250712,13.436645741159321,1.7485781343960367,1,33.292327451758354,1.25,1
31.65854330562734,20.241460440906046,69.78721606875266,25.07594429280303,62.9685865517835,0.9453542204869055,2,57.617325603022174,1.6,1
18.844319557395735,36.24212184030658,33.24267509175478,75.44702070156583,87.79864108157179,1.3289695686262117,4,42.1415633533937,1.25,1
42.653078114877474,40.86886767972095,6.590205679330673,24.94422960632278,12.302044716087236,1.1596538834521428,3,25.02239183965523,1.0,1
48.03756962360597,46.0653648374291,28.570101853055032,79.10993816370984,27.642676665636632,1.174412858832008,3,43.82341742197326,1.25,1
38.06466770078116,21.712702759915143,13.305892047299812,79.99701773760215,51.4166553343378,1.7345454992783012,2,15.142082680245592,1.0,0
85.44268827791399,66.66251525869438,12.893770022344375,72.08631805994021,69.93071351580281,0.8065531340381998,3,41.464627066407346,1.0,0
45.32403276895509,16.03430238346383,23.299777606948133,78.57636356954798,25.41062743028978,1.6989003696031597,1,23.86949570317087,1.25,0
38.879433323427364,67.7674563598168,8.469407121521954,27.03726248104462,15.102534607356185,1.7724781161477274,3,42.70642961570728,1.0,1
61.12916706845112,5.965647962987746,49.7532922466216,78.14244418842141,56.71438459542003,1.8816346926104828,1,27.792819926657586,1.25,0
26.978559122854826,36.27316996809496,9.809277473123831,30.935065577910635,83.68387417515778,1.5522581638765802,1,25.819636728791114,1.0,1
83.18674336409337,26.66890947757658,18.213821103337153,47.160472581747506,13.171141838149417,1.2001463939266894,3,19.512446217515993,1.0,0
21.33680471278052,34.1930219054663,11.03848144211776,95.41962028005062,41.443250532312334,1.3126816790586449,2,22.166168071510693,1.0,1
98.88538961104398,42.09319763375129,9.105902508697021,60.23003821273121,69.71632685140017,1.963683298744915,4,30.07903880800906,1.0,0
80.64080539021587,33.31329527082609,22.40385826007021,97.39411456664111,21.76678054922203,1.8574241917230228,2,29.340020676513355,1.0,0
31.890832930404656,31.96504526960367,42.173432897924044,27.113796710939006,31.23520992034811,1.3562310909193305,5,32.20719032997128,1.0,1
15.469379955506204,52.62702200186492,67.70456116904471,58.20452796505441,58.194337940763944,1.9316756085331068,5,70.24897221513038,1.25,1
84.3142214186609,49.5819578806202,61.91118253272441,24.992185622149652,95.79085267277962,1.7875458504877506,1,49.97071091926476,1.0,1
75.08287422704745,59.16263333233011,61.93570515394611,70.41682099194279,35.860835641938046,1.8813078339917537,1,69.88828045670478,1.25,1
76.96560928348393,21.24733378056721,16.444357342447745,26.296560109481312,53.87746790986393,1.6195726814911051,2,17.91426391756841,1.0,0
80.55797946830539,44.61935313401413,22.218967577358306,34.029424203230185,45.993777675797645,1.829184852154394,2,30.428133201504483,1.0,0
21.29379539739768,43.0376610505355,9.96556559169487,40.70642480554244,90.7657004827072,1.8701193696011909,1,28.111985114577664,1.0,1
45.469586926263176,29.03295770672477,55.60044209448703,79.89950813315866,16.470087762800407,0.9104199014488057,4,40.12245856343342,1.0,1
24.848870059636027,36.59374022367426,9.538059596561528,33.11696950544598,60.95328322066879,1.9582603719927902,4,23.50070943977631,1.0,1
88.36379119942545,25.39583931487237,41.18521860335546,87.73056426344542,86.15077292709496,1.200335718516876,5,36.1808408814825,1.25,0
67.98034078034243,14.219885845104038,21.1119122010568,30.55231510646407,98.93058193563326,1.3278794115000265,4,14.781678409473743,1.0,0
43.12633211247518,18.897078693077635,20.82396621186841,22.819555925612505,72.88529477696267,1.7502845110313783,3,14.054850449048697,1.0,1
20.402459774312007,11.85838701607807,69.39712859109433,51.60363351757343,44.19419280998721,1.5978755666869973,1,36.70207864742498,1.25,1
41.433497345831285,49.39952238735807,54.19068745360493,98.3553313577036,47.06419172805495,1.8716718949232687,2,51.758517085226636,1.0,1
42.6405823722735,47.947280552094846,59.40105828891826,28.82737822310218,41.65139977684875,1.2806885009321265,1,77.89724149373862,1.6,1
77.01652515873545,66.78941415269173,42.17887454736082,28.137475523170323,64.3251789826258,1.2479457964113903,3,64.37819606416913,1.25,1
69.19238506519312,52.429096887070685,61.6159286805937,80.09332086364992,76.54651936464259,0.8380266194495837,4,50.78580786536931,1.0,0
90.41308311898776,8.382979519148543,46.95688504581294,44.972935519485226,83.75208072300379,1.3552704520035896,1,28.23968466278507,1.25,0
55.13826863876569,62.47593630538202,66.50129081176244,77.38252937805736,47.493379871485466,1.6688849243949306,3,59.47359590290112,1.0,1
25.165510904755642,61.07388559147218,23.28700809296639,36.00084715546907,74.50376520331353,1.1614144611514594,4,68.86636709184128,1.6,1
75.62580691395458,33.815820850225414,43.695770475888175,56.805759535853035,92.46003328267987,1.3552718164086097,5,32.842403912265716,1.0,0
79.66672913243629,43.0810982843149,49.85853761589799,41.223190219913434,92.87423150056348,1.0632773221823337,5,43.76817031144101,1.0,0
62.70856179340718,68.44509161071372,30.540924826807434,56.12225719032695,73.36261024431784,1.7273453670457528,5,62.90947496460815,1.25,1
80.53221029613768,39.59978365013081,62.181018856263464,81.5277674068243,67.32119735312824,0.8726138736093766,3,56.57089986356541,1.25,0
56.97262569097321,63.84591884444583,68.68720560177003,80.96079523821294,57.83734679725061,1.646459666000598,3,78.58577876690583,1.25,1
59.432290497469495,10.397519257662118,37.095016939223,61.26178301389789,26.48779013639157,1.2547280140939803,2,22.627471627421443,1.0,0
51.34098656047672,17.418371466064386,30.39164256228204,94.26974749768408,21.126668734487662,0.849915283264545,2,26.03779760650737,1.25,0
17.160625773248093,33.64907132368566,35.67596535616981,41.10272819586192,53.713990611044224,1.824163504750143,5,51.471577071107305,1.6,1
24.170771294430878,43.009192541924804,60.42788847257555,39.224908089538644,24.34997405867134,1.3852662358173982,1,75.73426167787609,1.6,1
17.67148078337241,58.05481037108201,46.955447658680896,69.1045120940347,61.92999331024024,1.5191827635393549,4,63.79444380159698,1.25,1
69.09488495742133,69.23703748430715,7.910204213676179,69.70376273734313,68.11324572710964,1.6784368298293484,2,52.93916002534131,1.25,0
41.72025839148777,30.27534727081757,40.241044178971464,23.72320316519792,57.305403776803665,1.5860893196014265,4,52.78700752386283,1.6,1
58.22850874899974,8.08201634910552,6.124507978163038,68.62221699095181,13.278404126135229,1.6770282449775338,1,8.269078434418256,1.0,0
92.1431502837179,57.07614771419611,55.604799115221354,49.95489258792115,15.195516292209895,1.7147380214934294,5,53.153763948370724,1.0,0
36.189839477654374,44.28474674038252,26.340297780260144,79.79540202564473,20.200706621333694,1.5069818366775332,4,36.080530033498334,1.0,1
49.88254845802853,17.905285826433108,35.680486337626405,84.64845316362184,23.82812244895051,1.238765397089308,5,25.094677500354038,1.0,0
79.22184677615914,37.16384968039231,56.91407688399608,64.17230556376293,99.08943523923999,1.091770579659611,4,67.49858558166757,1.6,0
34.44784406678791,53.25016595969208,8.0191731235745,20.136402520181207,41.00455151768102,1.8834838839833445,1,54.426916888077585,1.6,1
21.543292335447404,55.07676615946185,15.305199813454678,70.90926481333136,36.277603627715756,1.9639098135658644,2,55.02040237838147,1.6,1
39.628873497670284,37.47519677991953,30.867424468932466,79.91050237327474,14.703997209780617,1.2291953061178507,3,32.78608100329572,1.0,0
28.703809416590374,24.838944458375842,19.945135630461436,39.91866129852114,67.17883516170369,0.9347728748867603,5,27.492453444806213,1.25,1
94.02430044911871,68.29326783250208,26.9635926753791,57.171680091263106,68.69717066181526,1.0670447925397175,2,59.88707008139274,1.25,0
83.69023226297544,48.11856971217203,69.88135796301023,97.25812987294306,25.79038206207982,1.6048008151846274,4,56.9914757255042,1.0,0
68.83931930338599,31.535438757509414,58.6519384422977,43.84924427152828,92.73173868321518,1.007520043949997,2,49.71621780109701,1.25,0
89.074150165956,23.230109573302407,62.45361797240706,37.85226008333926,82.04441919356145,1.736146727673186,3,61.70008792367673,1.6,0
83.31212653642473,52.521693895231536,65.9085511817754,36.86838323824081,30.728738512675726,1.9076362878496562,5,85.77316494742875,1.6,1
30.858455005313047,20.7419239635949,27.160832220422716,64.7040667483197,53.726475782488365,1.9563818180946166,5,21.48959016823838,1.0,0
90.86751487164811,16.16114928328973,24.310002256770726,95.98296810464052,51.25517705789649,0.8111906071698689,2,18.761041409409483,1.0,0
60.84409056283031,39.43920278253457,20.21406201718487,68.69521033602837,41.36683999080887,1.9497849979453,1,46.892240336637045,1.6,0
83.63241318894532,23.849180521869222,58.95759923502797,44.2658496190128,83.58712415430519,1.6882333029555414,4,33.461128563816416,1.0,0
91.16776049349693,45.87883442003498,49.17087104853702,71.08558224539632,19.83380370590359,0.9008602787165627,2,44.9008781431018,1.0,0
42.03029537260843,12.666013866825176,20.351178861387027,69.987383807823,47.378281584501345,1.2982885625344718,1,14.964196276579226,1.0,0
24.354413584852523,47.5711717968759,29.504598898679568,67.75401085837234,48.52280174942953,1.640054569495411,5,36.36086766520794,1.0,1
34.37448881606504,23.414274319850644,37.93626465563189,32.75409655106416,52.18530441527617,1.9480225911932592,4,23.086851073548438,1.0,0
51.30416203323178,5.015790738243328,39.32910372279399,70.76534394759953,87.52149919887658,0.9969696723336712,5,19.303868915285527,1.25,0
84.53125510341191,13.250843748821465,62.76730235586145,54.41315620115997,29.635018318135113,0.9532799383123448,3,36.33819558532569,1.25,0
88.16209957678919,65.68499955928112,29.73679864156906,21.48736468984267,19.263085616104547,1.3668164639142542,1,47.45063246779225,1.0,1
15.590931095151209,61.378051542498255,64.05406198253331,63.18115897179961,65.60276165389972,1.961718672486187,3,95.68901240090699,1.6,1
58.413520719093086,20.184587082355392,33.68889142078633,99.1413396174734,25.645102748024243,1.9656550583096126,3,37.02752725797863,1.6,0
50.47993526764621,55.59417379545693,53.514223861503,47.97916726751868,16.743887726915776,1.0734976892634913,3,83.08898452386565,1.6,1
33.879163890012066,44.55715355630833,65.46653079902865,97.24473746549266,48.398429851394816,1.1832165775657488,1,47.6505392816408,1.0,1
25.188556223363037,68.10880624424152,63.992420757612315,27.696459333007564,29.768178777232684,1.8896383827735854,4,77.1385707540697,1.25,1
43.69728956930838,29.284367869713844,8.701936374219276,78.5960092693845,42.50949569811853,1.681809789022477,5,18.8790373716208,1.0,0
95.14732483256412,49.29493981361613,18.37077917347704,29.146399573026827,33.37399720922117,1.966779714389142,4,34.29668062036169,1.0,0
42.472249221764194,9.129821957554707,35.99885265959789,41.88572588442193,18.337281645107417,1.8717780356186653,4,29.801172638952764,1.6,1
59.09720284818612,30.756077543066386,33.05102884695198,65.66726682576996,60.43124826317814,1.058115260376492,4,29.741509221470444,1.0,0
74.75661150609011,67.64814797723173,46.65795821441846,67.42237551813992,12.431657623553711,1.71167223129522,5,56.78916290434213,1.0,1
45.90851620223999,40.03375683925783,66.40608830365179,82.0169053787337,96.97378131949596,0.85827827787214,5,60.51451124348605,1.25,1
97.60147703128166,23.7121677167649,12.306306233066675,69.22491257819514,40.71974695614696,1.7813993344897687,1,18.21743157236472,1.0,0
96.80802007007945,12.817612603359446,34.37081323372563,67.48917635044486,72.56417594408234,1.5218681149335298,2,20.65179916415097,1.0,0
36.40149514515595,50.729342111799475,17.506717462664056,92.98824695913106,82.93265852927048,1.9473211551637541,5,33.07272887235366,1.0,0
57.266123000852765,46.91564282293224,63.116993895866585,56.17286017673258,35.11943159855996,1.9520389465628942,5,61.697771156803555,1.25,1
40.57465633442542,29.30601638424535,67.69771207710744,38.0212622956044,77.38648381990615,0.8609781308292264,2,42.332677033963655,1.0,1
39.211442022084746,66.81118787127923,36.11560932287276,32.943086801890416,84.91787698822387,0.9926257826669215,5,51.01348446622326,1.0,1
18.135390525135286,6.443182844210271,11.760669352329149,51.999567744759986,31.718551043045217,1.38104845678243,4,5.688808899434868,1.0,0
66.81296838829124,24.742050356068678,56.04415333697376,77.02022041549566,99.32452092064655,1.8553922299353791,5,30.870901601143494,1.0,0
57.72771697445322,64.86951660947278,50.31418778200594,23.403478794392072,11.861981455788042,1.7773341707552677,1,54.98497192927555,1.0,1
19.375693856249093,25.860803490763626,28.05360372967018,30.32427092075249,29.530043221198696,1.9572440316221345,5,38.07233654137378,1.6,1
38.68494946011197,21.396434200586075,62.681485807982625,28.489076808291152,80.20186806492936,1.5417009405336088,2,38.68180773392848,1.0,1
92.20260030716557,39.72432664553107,68.42907283587596,66.8200122441167,27.471792255017757,1.1078762234739448,4,61.588511706189045,1.25,0
35.362760706692654,58.54711374483497,41.260500193462704,39.4291720425013,72.84338769755858,0.8301279674062129,2,49.25696983177949,1.0,1
27.31606412775396,11.704539457093468,41.772314237379,33.30075426411172,86.99773644846132,1.0675117888646588,5,19.845551367272304,1.0,0
56.603484623592855,66.29634612697285,24.338377832395558,67.42165757944178,96.32928453708341,1.6103278375443497,5,59.04094875522547,1.25,1
98.78028859940106,56.67973727677566,42.992892338915425,80.90479323619034,52.682276386024256,1.9115297880116158,1,58.40259442131016,1.25,0
35.57469807847754,16.781266610850878,33.576750834115025,46.57239331621315,97.39982106839057,1.1850844007699177,4,23.687095357809227,1.0,0
72.13152152949968,51.28051747788057,24.642416750323374,66.2563684541277,47.046006701351075,1.8508451963471544,5,48.84248844893829,1.25,0
79.73766730294099,30.022316971441214,9.367037774053586,27.849953055956817,29.631523570694718,1.2738778980093879,1,22.019770009821173,1.25,0
35.19919123935397,31.149154074960716,21.42601088109312,94.8152824366056,56.252966777625275,1.1699254992422605,1,23.390109677173083,1.0,0
76.89838963200806,55.91385600852632,17.86055222904819,46.951694825181825,68.48409198803434,1.4106130913669817,2,40.55317694336564,1.0,0
46.261566281136524,67.5810125187476,40.23272899600668,99.8004554538801,51.21669844449494,1.3307281908915383,4,49.69021474724439,1.0,1
68.74599560045425,13.232631735067605,44.1085514146336,98.28702046798257,61.02751995701124,1.8965598422204217,3,25.33637662710855,1.0,0
68.85002541467605,32.340965397123256,44.55716207989107,82.30587594686492,47.476826895446976,1.3619083368897518,1,41.55261883289179,1.25,0
60.54084814635447,36.26120452547973,30.231765067969143,21.60536763255734,57.22857586191248,1.1328024646676906,3,41.81215154262387,1.25,1
22.674630454624705,29.460268102074846,32.379932689557236,63.47799363074906,95.73361047519055,1.8110786930022844,2,28.225048461979206,1.0,1
86.00071212508523,28.607293041554627,59.2254979266416,26.94691363520092,54.98480372826988,1.99849941399148,1,48.026628758729856,1.25,0
42.26630552259755,8.397463391503775,35.95513287861556,91.6110420769213,32.786166952833426,1.5778057030175887,4,25.365452982737253,1.25,0
30.85407338398761,49.560010336570514,69.20526658891295,83.17090021179223,78.28719593613135,1.1005536427236304,3,70.74027947286017,1.25,1
18.46588703215493,33.35393711280295,33.575119950576216,97.78723012765464,40.38260120033944,1.0865780924158153,4,31.044314467513306,1.0,1
65.22590017100055,17.66159717185524,47.222761400159534,68.67063625198364,83.45864537392517,0.8692480354583119,3,35.921666705792966,1.25,0
72.59297075659401,58.042177649634446,8.273594934570728,61.77382435874704,15.115779008549664,0.8927516462169018,2,56.11633390984147,1.6,1
16.409965458867774,57.166448629855815,47.4670950872227,61.51790847555101,39.896017939782226,1.8979797142193149,1,83.10332050860232,1.6,1
58.527909955438886,36.6154558257781,60.3427156369754,50.91586995634759,18.49239174345755,0.9157845284594607,1,46.317454737385745,1.0,0
34.25214089182472,24.399292974604435,66.25975950466426,57.49520537833128,17.67860418212483,1.3812126179321345,2,39.15312448473534,1.0,1
69.83968718480324,46.476027176769406,69.82583975658508,70.83300665082803,69.25506032551935,1.637746135631814,5,53.72747800574782,1.0,0
29.82114646542427,23.729888825531198,23.34161196720015,94.63580860450217,44.68013212182467,1.8204257393283236,3,24.198234073652493,1.0,0
73.7297077387096,20.340515471041282,42.3990542136716,67.67074706048248,88.43310477866012,1.0055251403044727,3,26.190294545459967,1.0,0
47.87250443554568,52.483452511711235,34.296669059589576,88.56927538538937,56.47646240861762,1.3253344149504283,5,41.747777990658236,1.0,0
94.62204904262244,7.621140581861796,41.64813623738611,89.02239290420005,36.580889905505444,1.101776234016533,2,34.385182222057175,1.6,0
26.689280252409425,11.159950617248608,15.234442217340032,61.50661406786074,74.87999991659753,1.106987707959922,4,12.350387332943425,1.25,0
43.99063983927198,5.441231311533335,60.649722218736194,47.79757131980973,66.16151124271298,1.164607168984011,4,27.63550949510442,1.0,0
24.645249305450072,14.9413071209027,64.1219813173982,71.16590986656648,81.9635158746283,1.5045394573021609,2,34.00870441154981,1.0,1
93.59895755367783,9.484350566179865,34.22800810233997,55.670187353187416,67.92294487076964,0.8198929660227059,4,21.577206117334384,1.25,0
89.57384503738339,69.7271539056947,23.227941002282495,26.51526938575463,25.031207538902823,1.2905195435786334,2,49.49443785959464,1.0,0
36.92503835578823,23.772648047015824,14.154172797445801,50.22472803459469,70.32790339003594,1.0241961622793512,3,19.35274414937375,1.0,0
71.09864391290522,14.702420823501074,49.44471361055729,99.525771043946,45.239427785422926,1.9605422102151617,3,25.820974594820072,1.0,0
84.46388701710335,20.664756769734666,25.29506957534779,23.880949602102977,51.68287272318113,1.4992749911003724,5,30.95537060396648,1.6,1
62.1920689859543,65.84816215010875,64.12000704437025,75.73335295207414,92.94081181636102,1.841714562596387,2,75.20810469578976,1.25,1
60.02029916026055,38.81041449658572,48.615810864916554,87.29509640569977,42.39676416679723,1.0348279841235344,4,38.20964811264032,1.0,0
35.55744472653839,28.713176260010698,46.96954613632565,71.8980722780303,65.07632286917548,1.7720188391885454,2,32.87563236427336,1.0,1
22.913735263501433,61.77044476409926,41.36113753338566,65.5798584930632,42.71335600710156,1.29773895356628,1,49.046400361294914,1.0,1
91.26333942603277,30.67436758568711,7.975462062867164,76.6043533583006,18.52547368220126,1.013233626619283,5,34.29197173295547,1.6,1
91.53553485888308,26.775557047250228,65.57495831956315,54.34741898397245,50.81728078434705,1.7134942428658793,1,47.33380280733778,1.25,0
68.81362386822778,18.473363965732812,45.815937064464904,27.30893898471014,63.73553540136867,1.7144133171383371,5,25.666932976557774,1.0,0
43.81753223913955,29.556793554111746,69.61402891990217,96.98974034427054,46.67529628338389,1.9950654882368732,5,52.96845298244665,1.25,1
44.68281384207617,25.58448314110019,39.92816631023766,54.58406159873569,45.15995662103659,1.7371247141577968,5,52.28128039289876,1.6,1
76.70623270397034,49.02475735437917,51.15720797390385,73.2311389734414,83.83406625049572,0.9743206975125535,1,43.520509519846335,1.0,0
91.25437209596905,23.822875803597263,8.65362126130444,62.50483495114362,12.67166550605232,1.1870536901428739,5,12.365373024090829,1.0,0
90.40234606253497,42.5179835174665,46.062851493521705,24.373845758204364,36.6026857066108,1.3420723007493751,2,43.67561877576572,1.0,1
81.28942139789802,9.282990727078225,54.70222475337322,96.21972807940308,83.05815388394905,0.9519833668517541,2,25.145190793830732,1.0,0
69.57268992311447,17.433795185273432,55.60342916541622,83.40297808914586,92.84771337500474,1.7456467693373767,1,37.11450998586483,1.25,0
22.15189702457915,31.48134265473767,55.05725739496855,31.927831557551592,47.10696272567454,1.4320382454951037,3,39.26276447630314,1.0,1
28.73844069804217,65.9017015040652,19.708370774088397,98.53191010306135,89.99148188764687,1.9333394829149042,3,45.222074542073116,1.0,1
91.37710602480173,29.5213790715202,68.40090104433969,78.95210977373664,27.903710991252943,1.5071697734309843,1,44.22920587584003,1.0,0
66.54647007106514,48.164817877989215,69.68683784062101,57.78573203426471,29.928436107415536,1.4274789004859048,5,86.44201264970812,1.6,1
15.78174938741352,21.58066945739088,9.913731885504083,68.90960452476585,86.15722389263232,0.8857101835194372,5,14.28887086760653,1.0,1
23.62508114361273,13.257182438260063,65.86901748276422,28.5389345611678,91.29319672065564,0.9792150859334934,5,53.56026554767293,1.6,1
71.39765037418474,8.804879005203258,23.814197629784005,64.83292080124887,30.052519116640074,1.8194312921169813,1,23.222949638744858,1.6,0
15.430234626928588,24.851877405278838,49.80346531381271,25.892885761364752,15.339177097175,1.98881117339097,5,35.52362468075168,1.0,1
28.668684370487384,15.247966741799019,26.977209847848588,63.588420569544155,18.129172334975898,1.2982149630779234,2,21.708877133864387,1.0,0
61.64237209615982,16.310679121048075,67.9040310192529,64.21565510102283,33.52427518387269,1.772103300469915,5,33.30411619790313,1.0,0
73.81109180387892,54.449355045151755,11.597750789729806,89.95510281285951,78.53041694321153,1.5531029195967823,1,37.800895588290246,1.0,0
70.41670705772106,6.029474611416824,37.353543102164444,78.00460002178352,55.899264501665456,1.9508711284060563,5,16.78474920247766,1.0,0
34.062891304147584,41.25765817280324,32.823106476234855,39.9641913772096,51.002995801849266,1.085764682532912,2,32.4711796680235,1.0,1
